weekday freetime(h),weekday freetime(m),weekend freetime(h),weekend freetime(m),age,gender,area,최종 학력,job,household income,library,read place,choice_information,reading.activity,reading.club,read preference,read frequency,book_weekday(h),book_weekday(m),book_weekend(h),book_weekend(m),ebook_weekday(h),ebook_weekday(m),ebook_weekend(h),ebook_weekend(m)
2,0,3,0,27,1,1,6,3,7,2,1,1,2,2,3,3,0,0,1,0,0,0,0,0
2,0,4,0,27,1,1,5,4,5,2,,,2,2,4,5,0,0,0,0,0,0,0,0
3,0,4,0,27,1,1,6,3,4,2,,,2,2,3,5,0,0,0,0,0,0,0,0
2,0,5,0,27,2,1,6,14,6,2,,,2,2,4,5,0,0,0,0,0,0,0,0
2,30,4,0,27,2,1,6,3,5,2,1,9,2,2,2,2,0,0,0,0,0,30,1,0
2,0,4,0,28,1,1,6,4,5,2,,,2,2,2,5,0,0,0,0,0,0,0,0
2,0,5,0,28,1,1,6,3,4,2,1,1,2,2,2,2,0,0,0,0,0,30,0,30
2,30,4,0,28,1,1,6,3,5,2,1,11,2,2,2,2,0,0,0,0,0,30,1,0
4,0,6,0,28,1,1,6,4,6,2,1,4,2,2,3,2,0,0,0,0,0,30,1,0
1,0,4,0,28,2,1,5,3,5,2,1,1,2,2,3,3,1,0,1,0,1,0,1,0
3,0,3,0,28,2,1,4,3,6,2,,,2,2,3,5,0,0,0,0,0,0,0,0
3,0,4,30,28,2,1,6,3,4,2,1,7,2,2,2,3,0,0,0,0,0,30,0,30
3,0,4,0,29,1,1,4,3,5,2,1,3,2,2,3,3,0,0,0,0,0,0,1,30
3,0,4,30,29,1,1,6,3,5,2,1,7,2,2,2,2,0,0,0,0,0,40,0,40
2,0,6,0,29,2,1,6,3,4,2,1,10,2,2,2,2,0,0,0,0,0,0,3,0
3,0,5,0,29,2,1,6,3,5,2,,,2,2,3,5,0,0,0,0,0,0,0,0
3,0,5,0,29,2,1,6,2,4,2,1,1,2,2,2,3,0,0,1,30,0,0,0,0
6,0,6,0,29,2,1,4,12,3,2,1,8,2,2,2,2,0,30,0,30,0,40,0,40
2,0,3,0,30,1,1,5,4,6,2,1,4,2,2,2,3,2,0,0,0,0,0,0,0
3,0,5,0,30,1,1,4,5,5,2,1,1,2,2,2,3,2,0,2,0,1,0,1,0
2,0,5,0,30,2,1,4,5,6,2,1,1,2,2,2,4,1,0,0,0,0,0,0,0
2,0,5,0,31,1,1,4,5,4,2,,,2,2,4,5,0,0,0,0,0,0,0,0
2,0,5,0,31,1,1,5,3,5,2,3,10,2,2,3,4,1,0,0,0,0,0,0,0
2,0,7,0,31,1,1,4,5,4,2,2,4,2,2,4,3,0,0,0,0,0,40,0,0
0,30,0,30,31,2,1,5,4,4,2,7,7,2,2,2,2,0,0,0,0,0,30,0,30
3,0,4,0,31,2,1,6,3,4,2,,,2,2,3,5,0,0,0,0,0,0,0,0
3,0,6,0,31,2,1,6,3,5,2,1,4,2,2,3,3,0,0,2,0,0,0,0,0
0,30,0,30,32,1,1,6,3,3,2,7,5,2,2,3,3,0,0,0,0,0,0,0,30
1,0,1,0,33,1,1,6,4,4,2,1,7,2,2,3,3,0,0,0,30,0,0,0,30
1,30,4,30,34,1,1,5,4,4,2,,,2,2,2,5,0,0,0,0,0,0,0,0
2,0,8,0,34,1,1,6,3,3,2,2,4,2,2,4,3,0,0,0,0,0,0,0,40
2,0,11,0,34,2,1,4,11,3,2,,,2,2,5,5,0,0,0,0,0,0,0,0
3,0,4,0,35,1,1,6,4,3,2,,,2,2,4,5,0,0,0,0,0,0,0,0
3,0,5,0,36,1,1,4,3,5,2,1,1,2,2,2,2,0,0,2,0,0,0,0,0
3,0,7,0,36,1,1,5,4,6,2,1,1,2,2,3,2,0,0,2,0,0,0,0,0
2,0,7,0,36,2,1,4,4,3,2,2,3,2,2,3,3,0,0,0,0,0,20,0,0
2,30,5,0,36,2,1,5,5,4,2,3,2,2,2,4,3,0,0,0,0,0,30,0,0
2,30,5,0,36,2,1,6,3,5,2,1,1,2,2,4,3,0,10,0,0,0,20,0,20
3,0,10,0,37,1,1,6,3,4,2,1,6,2,2,3,2,0,0,0,0,0,0,0,30
3,0,5,0,37,1,1,6,3,4,2,,,2,2,3,5,0,0,0,0,0,0,0,0
4,0,6,0,37,1,1,6,4,4,2,1,4,2,2,3,3,0,20,0,0,0,0,0,0
2,0,3,0,37,2,1,4,3,6,2,,,2,2,4,5,0,0,0,0,0,0,0,0
2,0,5,0,37,2,1,6,3,6,2,1,5,2,2,2,2,0,0,2,0,0,0,0,0
3,0,4,0,37,2,1,6,3,5,2,1,1,2,2,3,3,0,0,1,0,0,0,0,0
3,0,5,0,37,2,1,6,3,6,2,,,2,2,3,5,0,0,0,0,0,0,0,0
3,0,5,0,37,2,1,4,13,4,2,,,2,2,3,5,0,0,0,0,0,0,0,0
3,0,5,0,37,2,1,5,4,3,2,1,1,2,2,3,2,0,10,0,20,0,10,0,0
3,0,5,0,37,2,1,4,13,3,2,1,8,2,2,3,3,0,20,0,0,0,0,0,0
2,0,4,0,38,1,1,6,3,5,2,,,2,2,4,5,0,0,0,0,0,0,0,0
3,0,5,0,38,1,1,5,11,4,2,,,2,2,2,5,0,0,0,0,0,0,0,0
3,0,5,0,38,1,1,6,3,5,2,,,2,2,3,5,0,0,0,0,0,0,0,0
3,0,8,0,38,1,1,6,3,6,2,,,2,2,3,5,0,0,0,0,0,0,0,0
2,0,6,0,38,2,1,6,3,6,2,1,1,2,2,2,2,0,0,2,0,0,0,0,0
3,0,8,0,38,2,1,4,5,5,2,,,2,2,2,5,0,0,0,0,0,0,0,0
3,0,5,0,39,1,1,5,7,4,2,1,4,2,2,4,3,0,0,0,0,0,30,0,20
1,0,5,0,39,2,1,6,3,6,2,,,2,2,5,5,0,0,0,0,0,0,0,0
3,0,4,0,39,2,1,6,3,7,2,1,1,2,2,3,2,0,0,2,0,0,0,0,0
3,0,4,0,42,2,1,4,4,5,2,,,2,2,2,5,0,0,0,0,0,0,0,0
2,0,5,0,43,1,1,6,3,5,2,,,2,2,4,5,0,0,0,0,0,0,0,0
3,0,5,0,43,1,1,6,2,5,2,1,4,2,2,3,2,0,30,0,30,0,0,0,0
3,0,4,30,43,2,1,4,13,4,2,,,2,2,3,5,0,0,0,0,0,0,0,0
3,0,5,0,43,2,1,4,4,5,2,,,2,2,3,5,0,0,0,0,0,0,0,0
3,0,8,0,44,1,1,6,11,4,2,2,2,2,2,4,3,0,0,0,0,0,20,0,0
1,0,2,0,45,1,1,4,7,4,2,,,2,2,5,5,0,0,0,0,0,0,0,0
2,0,4,0,45,1,1,4,11,4,2,,,2,2,2,5,0,0,0,0,0,0,0,0
2,0,4,0,45,1,1,4,5,5,2,1,3,2,2,3,4,1,0,1,0,0,0,0,0
2,0,6,0,45,1,1,4,6,3,2,,,2,2,5,5,0,0,0,0,0,0,0,0
2,0,8,0,45,1,1,4,5,5,2,1,1,2,2,3,3,1,0,2,0,0,0,0,0
3,0,4,0,45,1,1,4,5,5,2,,,2,2,3,5,0,0,0,0,0,0,0,0
2,0,4,0,45,2,1,6,4,5,2,,,2,2,3,5,0,0,0,0,0,0,0,0
3,0,5,0,45,2,1,6,3,5,2,,,2,2,3,5,0,0,0,0,0,0,0,0
4,0,5,0,45,2,1,6,13,6,2,1,1,2,2,3,3,0,0,1,0,0,0,0,0
2,30,5,0,46,1,1,4,11,4,2,,,2,2,2,5,0,0,0,0,0,0,0,0
3,0,5,0,46,1,1,6,3,4,2,,,2,2,3,5,0,0,0,0,0,0,0,0
2,0,7,0,46,2,1,6,5,5,2,1,8,2,2,4,3,0,0,0,0,0,0,0,0
2,30,4,30,46,2,1,4,5,5,2,,,2,2,3,5,0,0,0,0,0,0,0,0
3,0,5,0,46,2,1,4,4,3,2,,,2,2,2,5,0,0,0,0,0,0,0,0
3,0,6,0,46,2,1,4,4,5,2,1,5,2,2,3,3,0,10,0,0,0,0,0,0
2,0,4,0,47,1,1,4,8,6,2,,,2,2,5,5,0,0,0,0,0,0,0,0
2,0,8,0,47,1,1,4,11,4,2,,,2,2,3,5,0,0,0,0,0,0,0,0
4,0,6,0,47,1,1,4,3,5,2,,,2,2,3,5,0,0,0,0,0,0,0,0
2,0,5,0,47,2,1,4,5,4,2,2,8,2,2,3,4,0,20,0,0,0,0,0,0
2,0,6,0,47,2,1,4,7,5,2,,,2,2,3,5,0,0,0,0,0,0,0,0
3,0,4,0,47,2,1,4,4,4,2,,,2,2,3,5,0,0,0,0,0,0,0,0
3,0,5,30,47,2,1,4,3,4,2,1,4,2,2,3,4,0,0,0,30,0,0,0,0
2,0,3,0,48,1,1,4,4,4,2,,,2,2,4,5,0,0,0,0,0,0,0,0
2,0,4,0,48,1,1,5,4,5,2,,,2,2,2,5,0,0,0,0,0,0,0,0
2,0,4,0,48,1,1,5,3,4,2,,,2,2,3,5,0,0,0,0,0,0,0,0
2,0,6,0,48,1,1,4,7,4,2,,,2,2,5,5,0,0,0,0,0,0,0,0
2,30,4,0,48,1,1,4,4,4,2,1,3,2,2,2,4,0,0,0,10,0,0,0,10
3,0,4,0,48,1,1,6,3,6,2,1,1,2,2,2,3,0,0,2,0,0,0,0,0
3,0,5,0,48,1,1,4,7,4,2,,,2,2,4,5,0,0,0,0,0,0,0,0
3,0,8,0,48,1,1,4,3,4,2,1,1,2,2,3,2,0,0,2,0,0,0,0,0
2,0,5,0,48,2,1,6,3,6,2,,,2,2,5,5,0,0,0,0,0,0,0,0
3,0,4,0,48,2,1,5,13,5,2,,,2,2,4,5,0,0,0,0,0,0,0,0
3,0,4,0,48,2,1,4,13,6,2,,,2,2,4,5,0,0,0,0,0,0,0,0
3,0,5,0,48,2,1,4,13,4,2,,,2,2,3,5,0,0,0,0,0,0,0,0
3,0,5,0,48,2,1,4,13,7,2,,,2,2,3,5,0,0,0,0,0,0,0,0
4,0,4,0,48,2,1,4,13,4,2,,,2,2,3,5,0,0,0,0,0,0,0,0
2,0,4,0,49,1,1,4,4,4,2,,,2,2,2,5,0,0,0,0,0,0,0,0
3,0,4,0,49,1,1,5,11,4,2,1,9,2,2,3,4,0,20,0,20,0,0,0,0
3,0,5,0,49,1,1,4,5,6,2,,,2,2,3,5,0,0,0,0,0,0,0,0
1,0,5,0,49,2,1,6,3,5,2,1,7,2,2,3,4,0,0,0,0,1,0,1,0
2,0,10,0,49,2,1,4,5,4,2,,,2,2,4,5,0,0,0,0,0,0,0,0
2,0,3,30,49,2,1,4,4,5,2,1,1,2,2,2,2,0,30,0,30,0,20,0,20
2,0,4,0,49,2,1,4,13,5,2,,,2,2,3,5,0,0,0,0,0,0,0,0
2,30,4,30,49,2,1,4,4,4,2,,,2,2,2,5,0,0,0,0,0,0,0,0
3,0,6,0,49,2,1,4,5,4,2,,,2,2,3,5,0,0,0,0,0,0,0,0
4,0,3,0,49,2,1,4,4,5,2,1,11,2,2,3,3,0,30,0,30,0,0,0,0
2,0,3,0,50,1,1,4,5,4,2,1,7,2,2,3,3,0,30,0,30,0,0,0,0
2,0,4,0,51,2,1,4,11,4,2,,,2,2,3,5,0,0,0,0,0,0,0,0
2,0,4,0,51,2,1,4,4,4,2,,,2,2,3,5,0,0,0,0,0,0,0,0
2,30,4,30,51,2,1,4,11,4,2,,,2,2,2,5,0,0,0,0,0,0,0,0
3,0,5,0,51,2,1,4,4,4,2,,,2,2,2,5,0,0,0,0,0,0,0,0
0,30,0,30,52,1,1,4,8,4,2,1,1,2,2,3,3,0,0,0,10,0,0,0,20
3,0,4,0,52,1,1,4,11,4,2,,,2,2,3,5,0,0,0,0,0,0,0,0
3,0,4,30,52,1,1,4,11,3,2,,,2,2,3,5,0,0,0,0,0,0,0,0
3,0,5,0,52,1,1,6,11,5,2,1,1,2,2,3,3,0,0,0,20,0,0,0,0
3,0,5,0,52,1,1,4,5,4,2,1,1,2,2,2,2,0,0,2,0,0,0,0,0
2,30,4,0,52,2,1,4,4,4,2,,,2,2,3,5,0,0,0,0,0,0,0,0
4,0,5,0,52,2,1,4,13,4,2,,,2,2,3,5,0,0,0,0,0,0,0,0
3,0,5,0,53,1,1,4,7,4,2,1,1,2,2,4,4,0,0,0,0,0,10,0,0
3,0,7,0,53,2,1,4,4,4,2,2,1,2,2,2,1,0,40,0,0,0,0,0,0
4,0,5,0,53,2,1,4,4,4,2,,,2,2,3,5,0,0,0,0,0,0,0,0
1,0,3,0,54,1,1,4,5,5,2,,,2,2,4,5,0,0,0,0,0,0,0,0
2,0,5,0,54,1,1,4,3,6,2,,,2,2,3,5,0,0,0,0,0,0,0,0
2,0,6,0,54,1,1,5,3,8,2,,,2,2,2,5,0,0,0,0,0,0,0,0
2,0,7,0,54,1,1,4,6,4,2,2,4,2,2,3,2,0,0,0,0,0,20,0,0
2,0,0,50,54,2,1,5,3,7,2,1,1,2,2,3,4,1,0,0,0,0,0,0,0
2,30,5,0,54,2,1,4,4,4,2,,,2,2,2,5,0,0,0,0,0,0,0,0
3,0,4,30,54,2,1,4,11,4,2,,,2,2,2,5,0,0,0,0,0,0,0,0
1,0,2,0,54,2,1,4,7,4,2,,,2,2,5,5,0,0,0,0,0,0,0,0
2,30,4,30,55,1,1,4,11,4,2,,,2,2,3,5,0,0,0,0,0,0,0,0
2,0,2,30,55,2,1,4,11,5,2,1,7,2,2,2,3,0,10,0,10,0,20,0,20
2,0,5,0,55,2,1,4,13,6,2,,,2,2,5,5,0,0,0,0,0,0,0,0
3,0,5,0,55,2,1,4,13,5,2,,,2,2,2,5,0,0,0,0,0,0,0,0
3,0,5,0,55,2,1,4,13,3,2,,,2,2,3,5,0,0,0,0,0,0,0,0
4,0,3,0,55,2,1,4,11,5,2,,,2,2,3,5,0,0,0,0,0,0,0,0
4,0,6,0,55,2,1,4,13,3,2,,,2,2,4,5,0,0,0,0,0,0,0,0
2,30,4,0,56,1,1,4,11,4,2,,,2,2,3,5,0,0,0,0,0,0,0,0
2,0,2,30,56,2,1,4,6,3,2,,,2,2,3,5,0,0,0,0,0,0,0,0
2,0,4,0,56,2,1,4,5,4,2,,,2,2,3,5,0,0,0,0,0,0,0,0
2,0,5,0,56,2,1,4,3,6,2,,,2,2,4,5,0,0,0,0,0,0,0,0
3,0,4,0,56,2,1,4,5,4,2,,,2,2,3,5,0,0,0,0,0,0,0,0
3,0,4,0,56,2,1,4,4,5,2,1,7,2,2,2,4,0,10,0,0,0,0,0,0
3,0,5,0,56,2,1,4,13,4,2,,,2,2,3,5,0,0,0,0,0,0,0,0
4,0,5,0,56,2,1,4,13,3,2,1,1,2,2,3,2,1,0,1,30,0,0,0,0
2,0,5,0,57,1,1,4,5,4,2,,,2,2,3,5,0,0,0,0,0,0,0,0
3,0,4,0,57,1,1,4,3,6,2,1,1,2,2,2,3,0,0,1,0,0,0,0,0
3,0,4,30,57,1,1,4,5,4,2,,,2,2,2,5,0,0,0,0,0,0,0,0
3,0,5,0,57,1,1,4,3,5,2,,,2,2,3,5,0,0,0,0,0,0,0,0
3,0,5,0,57,1,1,4,5,5,2,,,2,2,4,5,0,0,0,0,0,0,0,0
3,0,5,0,57,1,1,4,14,4,2,1,2,2,2,2,3,0,0,1,0,0,0,0,0
2,0,10,0,57,1,1,4,11,5,2,,,2,2,4,5,0,0,0,0,0,0,0,0
2,0,10,0,57,2,1,4,11,3,2,,,2,2,4,5,0,0,0,0,0,0,0,0
2,0,6,0,57,2,1,4,5,5,2,,,2,2,3,5,0,0,0,0,0,0,0,0
3,0,5,0,57,2,1,4,13,3,2,,,2,2,3,5,0,0,0,0,0,0,0,0
3,0,5,0,57,2,1,4,13,3,2,,,2,2,3,5,0,0,0,0,0,0,0,0
3,0,6,0,57,2,1,4,5,5,2,,,2,2,3,5,0,0,0,0,0,0,0,0
3,0,6,0,57,2,1,4,3,5,2,1,7,2,2,3,3,0,0,1,30,0,0,0,0
4,0,4,0,57,2,1,4,13,4,2,,,2,2,4,5,0,0,0,0,0,0,0,0
4,0,5,0,57,2,1,4,5,5,2,5,2,2,2,3,2,0,10,0,30,0,0,0,0
4,0,6,0,57,2,1,4,13,2,2,,,2,2,2,5,0,0,0,0,0,0,0,0
4,0,6,0,57,2,1,4,13,3,2,,,2,2,3,5,0,0,0,0,0,0,0,0
1,0,1,0,58,1,1,4,7,5,2,,,2,2,5,5,0,0,0,0,0,0,0,0
2,0,5,0,58,1,1,4,5,4,2,1,1,2,2,3,3,0,0,1,30,0,0,0,0
2,0,6,0,58,1,1,4,4,6,2,1,1,2,2,3,4,1,30,1,0,0,0,0,0
2,30,4,0,58,1,1,4,11,4,2,,,2,2,2,5,0,0,0,0,0,0,0,0
2,40,4,0,58,1,1,4,11,4,2,,,2,2,4,5,0,0,0,0,0,0,0,0
3,0,4,30,58,1,1,4,4,4,2,,,2,2,2,5,0,0,0,0,0,0,0,0
3,0,5,0,58,1,1,4,3,6,2,1,7,2,2,2,3,0,0,1,0,0,0,0,0
3,0,6,0,58,1,1,4,11,5,2,,,2,2,3,5,0,0,0,0,0,0,0,0
2,30,4,0,58,2,1,4,11,5,2,,,2,2,2,5,0,0,0,0,0,0,0,0
3,0,4,0,58,2,1,3,13,3,2,,,2,2,4,5,0,0,0,0,0,0,0,0
3,0,5,0,58,2,1,4,13,5,2,,,2,2,3,5,0,0,0,0,0,0,0,0
4,0,4,0,58,2,1,3,6,2,2,,,2,2,4,5,0,0,0,0,0,0,0,0
2,0,4,0,59,1,1,4,14,4,2,1,2,2,2,3,3,0,0,1,0,0,0,0,0
2,0,7,0,59,1,1,6,11,4,2,,,2,2,5,5,0,0,0,0,0,0,0,0
3,0,4,0,59,1,1,4,6,3,2,,,2,2,3,5,0,0,0,0,0,0,0,0
3,0,5,0,59,1,1,4,5,4,2,,,2,2,3,5,0,0,0,0,0,0,0,0
3,0,5,0,59,1,1,4,14,4,2,,,2,2,3,5,0,0,0,0,0,0,0,0
3,0,5,0,59,1,1,3,6,2,2,,,2,2,4,5,0,0,0,0,0,0,0,0
3,0,5,0,59,1,1,4,6,3,2,1,1,2,2,4,4,0,20,0,20,0,0,0,0
3,30,5,30,59,1,1,4,4,4,2,,,2,2,2,5,0,0,0,0,0,0,0,0
2,0,5,0,59,2,1,4,5,6,2,,,2,2,5,5,0,0,0,0,0,0,0,0
3,0,5,0,59,2,1,4,11,4,2,1,4,2,2,4,3,0,0,0,30,0,0,0,0
3,0,6,0,59,2,1,4,9,4,2,,,2,2,4,5,0,0,0,0,0,0,0,0
3,0,5,0,60,1,1,4,6,3,2,,,2,2,2,5,0,0,0,0,0,0,0,0
3,30,4,30,60,1,1,3,6,2,2,,,2,2,3,5,0,0,0,0,0,0,0,0
2,0,3,0,60,2,1,4,13,3,2,,,2,2,4,5,0,0,0,0,0,0,0,0
3,0,3,0,60,2,1,3,6,3,2,,,2,2,2,5,0,0,0,0,0,0,0,0
3,0,5,0,61,1,1,4,7,4,2,,,2,2,4,5,0,0,0,0,0,0,0,0
4,0,6,0,61,2,1,3,13,2,2,,,2,2,2,5,0,0,0,0,0,0,0,0
3,0,15,0,62,2,1,4,4,1,2,,,2,2,4,5,0,0,0,0,0,0,0,0
3,0,5,0,62,2,1,4,13,4,2,,,2,2,3,5,0,0,0,0,0,0,0,0
4,0,4,20,62,2,1,3,11,2,2,,,2,2,3,5,0,0,0,0,0,0,0,0
4,0,5,30,62,2,1,4,11,4,2,,,2,2,4,5,0,0,0,0,0,0,0,0
4,0,6,0,62,2,1,4,13,3,2,1,7,2,2,3,2,1,0,1,0,0,0,0,0
3,0,4,50,63,1,1,4,11,3,2,,,2,2,2,5,0,0,0,0,0,0,0,0
3,0,5,0,63,1,1,4,14,3,2,,,2,2,3,5,0,0,0,0,0,0,0,0
3,0,5,0,63,1,1,4,11,3,2,,,2,2,3,5,0,0,0,0,0,0,0,0
3,30,5,0,63,1,1,3,4,3,2,,,2,2,4,5,0,0,0,0,0,0,0,0
4,0,4,0,63,1,1,4,11,3,2,,,2,2,3,5,0,0,0,0,0,0,0,0
4,0,5,0,63,1,1,6,11,4,2,1,1,2,2,3,2,0,30,0,30,0,0,0,0
4,0,6,0,63,1,1,4,14,3,2,,,2,2,4,5,0,0,0,0,0,0,0,0
3,0,4,0,63,2,1,4,13,4,2,,,2,2,4,5,0,0,0,0,0,0,0,0
3,0,4,30,63,2,1,4,11,2,2,,,2,2,2,5,0,0,0,0,0,0,0,0
4,0,5,0,63,2,1,4,14,3,2,,,2,2,3,5,0,0,0,0,0,0,0,0
4,0,6,0,63,2,1,4,13,4,2,,,2,2,3,5,0,0,0,0,0,0,0,0
4,0,7,0,63,2,1,4,13,3,2,,,2,2,3,5,0,0,0,0,0,0,0,0
5,0,9,0,63,2,1,4,4,4,2,1,7,2,2,2,2,0,0,0,30,0,20,0,30
2,0,4,0,64,1,1,4,11,3,2,,,2,2,3,5,0,0,0,0,0,0,0,0
3,0,4,0,64,1,1,4,14,2,2,,,2,2,2,5,0,0,0,0,0,0,0,0
3,0,4,0,64,1,1,4,14,3,2,,,2,2,3,5,0,0,0,0,0,0,0,0
3,0,5,0,64,1,1,4,14,3,2,,,2,2,3,5,0,0,0,0,0,0,0,0
3,0,5,0,64,1,1,4,14,5,2,1,2,2,2,3,3,0,0,1,0,0,0,0,0
4,0,5,0,64,1,1,4,14,3,2,,,2,2,3,5,0,0,0,0,0,0,0,0
4,0,6,0,64,1,1,4,14,4,2,,,2,2,3,5,0,0,0,0,0,0,0,0
5,0,5,0,64,1,1,4,14,3,2,,,2,2,3,5,0,0,0,0,0,0,0,0
2,0,15,0,64,2,1,4,5,3,2,,,2,2,5,5,0,0,0,0,0,0,0,0
2,0,4,0,64,2,1,4,4,3,2,,,2,2,3,5,0,0,0,0,0,0,0,0
3,0,5,0,64,2,1,4,13,4,2,,,2,2,3,5,0,0,0,0,0,0,0,0
3,30,5,0,64,2,1,3,13,3,2,,,2,2,4,5,0,0,0,0,0,0,0,0
4,0,4,0,64,2,1,4,4,3,2,,,2,2,4,5,0,0,0,0,0,0,0,0
4,0,5,0,64,2,1,3,13,3,2,,,2,2,3,5,0,0,0,0,0,0,0,0
4,0,6,0,64,2,1,4,13,2,2,,,2,2,4,5,0,0,0,0,0,0,0,0
10,0,10,0,65,1,1,4,14,2,2,1,5,2,2,3,2,0,20,0,0,0,0,0,0
3,0,5,0,65,1,1,4,6,3,2,,,2,2,3,5,0,0,0,0,0,0,0,0
4,0,4,0,65,1,1,3,7,2,2,,,2,2,2,5,0,0,0,0,0,0,0,0
4,0,4,0,65,1,1,4,11,3,2,,,2,2,3,5,0,0,0,0,0,0,0,0
4,0,6,0,65,1,1,6,14,3,2,1,7,2,2,2,2,0,30,0,30,0,0,0,0
2,0,14,0,65,2,1,4,5,4,2,,,2,2,5,5,0,0,0,0,0,0,0,0
2,30,2,30,65,2,1,3,13,2,2,,,2,2,3,5,0,0,0,0,0,0,0,0
3,0,6,0,65,2,1,4,13,5,2,,,2,2,3,5,0,0,0,0,0,0,0,0
3,30,3,30,65,2,1,3,13,2,2,,,2,2,3,5,0,0,0,0,0,0,0,0
4,0,5,0,65,2,1,3,13,2,2,,,2,2,3,5,0,0,0,0,0,0,0,0
4,0,6,0,65,2,1,4,11,3,2,,,2,2,3,5,0,0,0,0,0,0,0,0
4,0,6,0,65,2,1,4,13,4,2,,,2,2,3,5,0,0,0,0,0,0,0,0
3,0,5,0,66,1,1,4,14,3,2,,,2,2,3,5,0,0,0,0,0,0,0,0
4,0,4,0,66,2,1,3,11,2,2,,,2,2,3,5,0,0,0,0,0,0,0,0
6,0,6,0,66,2,1,3,13,2,2,,,2,2,4,5,0,0,0,0,0,0,0,0
9,0,9,0,66,2,1,3,13,2,2,,,2,2,4,5,0,0,0,0,0,0,0,0
2,0,5,0,67,1,1,4,11,3,2,,,2,2,3,5,0,0,0,0,0,0,0,0
3,0,5,0,67,1,1,4,14,2,2,,,2,2,3,5,0,0,0,0,0,0,0,0
3,0,6,0,67,1,1,4,14,3,2,,,2,2,3,5,0,0,0,0,0,0,0,0
3,40,4,0,67,1,1,4,9,3,2,,,2,2,4,5,0,0,0,0,0,0,0,0
4,0,6,0,67,1,1,4,14,4,2,,,2,2,3,5,0,0,0,0,0,0,0,0
0,30,1,0,67,2,1,3,5,3,2,,,2,2,3,5,0,0,0,0,0,0,0,0
3,30,6,0,67,2,1,3,9,2,2,,,2,2,3,5,0,0,0,0,0,0,0,0
5,0,5,0,67,2,1,3,13,2,2,,,2,2,2,5,0,0,0,0,0,0,0,0
2,30,5,0,68,1,1,4,9,3,2,,,2,2,4,5,0,0,0,0,0,0,0,0
3,0,5,0,68,1,1,4,14,2,2,,,2,2,3,5,0,0,0,0,0,0,0,0
4,0,4,0,68,1,1,4,11,2,2,,,2,2,4,5,0,0,0,0,0,0,0,0
4,0,4,0,68,1,1,4,14,3,2,,,2,2,5,5,0,0,0,0,0,0,0,0
4,0,6,0,68,1,1,4,4,4,2,,,2,2,2,5,0,0,0,0,0,0,0,0
4,30,5,30,68,1,1,3,7,2,2,,,2,2,3,5,0,0,0,0,0,0,0,0
3,0,6,0,68,2,1,4,14,4,2,,,2,2,3,5,0,0,0,0,0,0,0,0
4,0,6,0,68,2,1,4,13,5,2,,,2,2,3,5,0,0,0,0,0,0,0,0
4,0,6,0,69,2,1,2,13,2,2,,,2,2,4,5,0,0,0,0,0,0,0,0
4,0,6,0,70,2,1,3,13,6,2,,,2,2,5,5,0,0,0,0,0,0,0,0
3,0,3,0,72,1,1,3,6,2,2,,,2,2,3,5,0,0,0,0,0,0,0,0
2,0,7,0,73,1,1,2,14,6,2,,,2,2,4,5,0,0,0,0,0,0,0,0
6,0,6,0,73,1,1,2,14,2,2,1,5,2,2,1,1,1,0,1,0,0,0,0,0
5,0,5,0,74,2,1,2,13,2,2,,,2,2,5,5,0,0,0,0,0,0,0,0
8,0,8,0,74,2,1,2,13,1,2,,,2,2,5,5,0,0,0,0,0,0,0,0
5,0,5,0,75,2,1,2,13,2,2,,,2,2,2,5,0,0,0,0,0,0,0,0
5,0,5,0,75,2,1,2,13,2,2,,,2,2,2,5,0,0,0,0,0,0,0,0
10,0,10,0,76,1,1,3,14,2,2,1,1,2,2,3,2,0,30,0,30,0,0,0,0
8,0,8,0,76,1,1,2,14,2,2,,,2,2,5,5,0,0,0,0,0,0,0,0
4,0,4,0,76,2,1,2,13,5,2,,,2,2,5,5,0,0,0,0,0,0,0,0
6,0,8,0,78,1,1,2,14,1,2,,,2,2,5,5,0,0,0,0,0,0,0,0
2,0,6,0,20,1,1,5,12,5,1,1,1,1,1,2,3,2,0,2,0,0,0,0,0
5,0,12,0,20,1,1,6,12,5,1,1,5,1,1,2,2,0,0,0,20,0,20,0,40
3,0,9,0,20,2,1,5,12,4,1,,,1,2,4,5,0,0,0,0,0,0,0,0
2,0,4,0,21,1,1,6,15,7,1,1,4,2,2,3,1,0,0,0,0,0,20,0,20
3,0,8,0,21,1,1,5,12,5,1,7,11,2,2,3,2,0,0,0,0,1,0,2,0
2,0,4,0,21,2,1,6,12,7,1,,,2,2,5,5,0,0,0,0,0,0,0,0
4,0,8,0,22,1,1,5,3,5,1,,,2,2,3,5,0,0,0,0,0,0,0,0
2,30,5,0,22,2,1,6,12,5,1,3,9,2,2,3,2,0,0,0,20,0,30,1,0
3,0,7,0,23,1,1,4,5,6,1,,,2,2,4,5,0,0,0,0,0,0,0,0
6,0,12,0,23,1,1,6,12,6,1,1,5,2,2,3,2,0,20,0,20,0,30,0,30
2,30,3,0,23,1,1,6,12,4,1,7,7,2,2,3,1,0,0,0,0,0,30,0,30
2,0,4,0,23,2,1,6,3,5,1,1,3,2,2,4,3,1,0,1,0,0,0,0,0
5,0,11,0,23,2,1,6,12,5,2,7,4,2,1,3,2,0,10,0,30,0,10,0,30
